district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
淡水區,房地(土地+建物),新北市淡水區新民街２２２巷１６弄５之２號,8.41,住,,,1101229,土地2建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790524,31.06,1,1,1,有,有,2950000,94977,,0,0,,RPSPMLPKKHHGFEF28DA,21.54,3.37,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段７２號十一樓,25.49,住,,,1101226,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,170.44,3,2,2,有,有,13010000,79838,坡道平面,25.02,1400000,,RPVQMLOKKHHGFEF58DA,83.76,3.53,11.14,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１４８號十三樓,21.82,住,,,1101225,土地1建物1車位1,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.65,3,1,2,有,有,11420000,83758,坡道平面,25.02,1400000,,RPPSMLOKKHHGFEF18DA,70.75,5.02,5.41,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段５６號十樓,24.87,住,,,1101220,土地1建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,167.31,3,2,2,有,有,14750000,93822,坡道平面,25.02,1400000,實品屋,RPTSMLOKKHHGFEF58DA,81.85,3.53,11.14,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段３３１巷７８號十五樓,21.06,住,,,1101227,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031024,120.35,2,1,1,有,有,7900000,65642,坡道平面,24.39,0,,RPSPMLOKKHHGFEF18DA,58.66,1.4,3.94,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段３３１巷７０號十五樓,33.21,住,,,1101225,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031024,201.79,3,2,2,有,有,12880000,66438,坡道平面,53.08,3000000,其他增建；,RPSQMLOLJHHGFEF28DA,88.64,0,11.71,有
淡水區,房地(土地+建物)+車位,新北市淡水區民權路６５號八樓之１,8.78,住,,,1101223,土地1建物1車位1,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850203,137.44,3,2,1,有,有,13880000,100990,坡道平面,0,0,陽台外推；,RPVQMLOKJHHGFEF48DA,106.29,0.9,10.67,有
淡水區,房地(土地+建物)+車位,新北市淡水區民權路２５號二樓,6.01,工,,,1101204,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,971223,89.24,1,1,1,有,有,6480000,72613,坡道平面,34.83,0,,RPSOMLSKJHHGFEF38DA,31.93,0,3.52,有
淡水區,房地(土地+建物),新北市淡水區民權路２５號十二樓之１１,5.67,工,,,1101226,土地1建物1車位0,十二層,二十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,971223,52.35,1,2,2,有,有,6550000,125119,,0,0,夾層；,RPUQMLTKJHHGFEF88DA,31.35,0,2.66,有
淡水區,房地(土地+建物),新北市淡水區中正路２５４之１號,22.27,商,,,1101226,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690814,86.93,0,1,1,有,無,5500000,63269,,0,0,其他增建；,RPTQMLOLJHHGFEF38DA,86.93,0,0,無
淡水區,房地(土地+建物),新北市淡水區自立路１巷３１號八樓,5.37,,,,1101216,土地1建物1車位0,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861203,54.15,1,1,1,有,有,5700000,105263,,0,0,其他增建；,RPVRMLNLJHHGFEF58DA,33.98,0.87,5.93,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路四段２３０巷５６號四樓,22.01,住,,,1101219,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060217,150.16,2,2,1,有,有,8300000,64781,坡道平面,40.56,1200000,,RPXQMLTKJHHGFEF56DA,64.57,1.87,7.91,有
淡水區,房地(土地+建物),新北市淡水區大信街２９之４號,24.11,住,,,1101216,土地1建物1車位0,四層，走廊,四層,公寓(5樓含以下無電梯),住家用,加強磚造,660713,105.2,3,2,2,有,無,5400000,51331,,0,0,頂樓加蓋；,RPTRMLOKKHHGFEF48DA,105.2,0,0,無
淡水區,房地(土地+建物),新北市淡水區北新路６９巷４６號九樓,11.05,住,,,1101219,土地1建物1車位0,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840624,79.3,3,1,1,有,有,5500000,69357,,0,0,,RPQRMLOKKHHGFEF18DA,63.12,3.33,6.16,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段１０５巷３號六樓,43.81,住,,,1101230,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040225,309.81,3,2,2,有,有,28000000,97156,坡道平面,39.11,1700000,,RPWRMLPKKHHGFEF88DA,151.74,16.84,23.75,有
淡水區,房地(土地+建物),新北市淡水區沙崙路１８１巷２號四樓,9.82,住,,,1101212,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831104,86.14,2,2,1,有,有,6250000,72556,,0,0,,RPPQMLQKKHHGFEF18DA,67.09,0,4.9,有
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段１７５號七樓,31.78,住,,,1101218,土地1建物1車位2,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050624,201.36,2,2,2,有,有,16580000,82340,坡道平面,43.54,0,,RPXOMLKKKHHGFEF18DA,95.51,5.45,10.2,有
淡水區,房地(土地+建物),新北市淡水區八勢一街６３巷２２號五樓,12.72,住,,,1101230,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971125,71.75,2,1,1,有,有,6600000,91986,,0,0,陽台外推；,RPQPMLKKKHHGFEF57DA,36.52,0,14.14,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段２９７號十二樓,7.91,商,,,1101228,土地1建物1車位1,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,107.46,2,1,1,有,有,7950000,79692,坡道機械,15.23,600000,含裝潢費；,RPPPMLKMKIGGFEF67DA,53.19,2.8,5.35,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段９６號十樓,16.92,住,,,1101231,土地1建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46,2,2,2,有,有,7750000,67123,坡道平面,25.02,0,,RPSNMLQKKHHGFEF28EA,53.25,3.72,4.17,有
淡水區,房地(土地+建物),新北市淡水區中山路１４０號五樓,27.81,住,,,1101217,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730303,107.46,5,0,5,有,無,4800000,44668,,0,0,陽台外推；,RPTNMLRKKHHGFEF48EA,101.06,0,6.4,無
淡水區,房地(土地+建物),新北市淡水區崁頂三路９３號六樓,11.28,住,,,1101231,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060705,93,2,1,1,有,有,6500000,69892,,0,0,,RPWNMLRKKHHGFEF78EA,54.2,4.72,5.05,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３８８號二十四樓,6.66,商,,,1101206,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,100.86,1,1,1,有,有,7500000,80118,坡道平面,25.97,1500000,含裝潢費620000元；,RPUQMLSJKIGGFEF78DA,46.28,0.69,4.28,有
淡水區,房地(土地+建物),新北市淡水區中正東路二段８７之１４號十二樓,5.21,住,,,1101228,土地2建物1車位0,十二層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,880704,77.93,2,2,1,有,有,8950000,114847,,0,0,其他增建；,RPVNMLLJJHHGFEF77DA,48.92,2.33,5.29,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段３３１巷９８號九樓,21.06,住,,,1101227,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031024,122.5,2,2,1,有,有,7880000,68570,坡道平面,26.54,1300000,其他增建；,RPRPMLKKJHHGFEF57DA,58.66,1.4,3.94,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段１９１號六樓,7.79,商,,,1101230,土地1建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,104.32,2,1,1,有,有,6700000,64225,坡道機械,15.23,0,,RPRTMLPKKHHGFEF58DA,52.32,0.93,6,有
淡水區,房地(土地+建物),新北市淡水區民生路１６６之２號二樓,15.1,住,,,1101202,土地1建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840801,88.12,2,2,1,有,有,8500000,96459,,0,0,,RPWSMLPKKHHGFEF98DA,55.71,0,7.49,有
淡水區,房地(土地+建物),新北市淡水區北新路１６９巷５９號七樓,9.23,住,,,1101230,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830827,54.74,1,1,1,有,無,2800000,51151,,0,0,,RPRQMLPKKHHGFEF28DA,34.37,0,4.46,有
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２６巷１０５號十四樓,22.68,住,,,1101229,土地1建物1車位1,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,171.84,3,2,2,有,有,12680000,73790,坡道平面,22.84,0,,RPXRMLOKKHHGFEF88DA,85.8,4.18,12.11,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路一段１２６號六樓,25.27,住,,,1101219,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,166.6,3,2,2,有,有,9680000,58103,坡道平面,32.26,0,,RPXPMLRKKHHGFEF09EA,78.81,0.84,11.88,有
淡水區,房地(土地+建物),新北市淡水區大忠街７８號二十樓,21.45,住,,,1101216,土地1建物1車位0,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841018,133.96,3,2,2,有,有,8900000,66438,,0,0,,RPPNMLSKKHHGFEF18EA,103.07,0,11.71,有
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路２巷１０號十六樓,57.88,住,,,1101230,土地1建物1車位1,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1061213,227.46,3,2,2,有,有,27500000,120900,坡道平面,39.62,0,,RPXRMLLLKHHGFEF78EA,105.43,6.46,13.13,有
淡水區,房地(土地+建物)+車位,新北市淡水區新民街３２２巷２號七樓,23.52,農,,,1101226,土地4建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830319,155.95,1,2,1,有,有,8880000,56941,坡道平面,41.85,0,,RPVNMLRKKHHGFEF68EA,125.63,3.23,8.06,有
淡水區,房地(土地+建物),新北市淡水區北新路１７９號十七樓,14.55,住,,,1101218,土地1建物1車位0,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840728,84.48,2,2,1,有,有,5450000,64512,,0,0,,RPURMLOKJHHGFEF48DA,56.8,0,7.96,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段８２號九樓,39.41,住,,,1101231,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031126,281.78,4,2,2,有,有,15980000,56711,坡道平面,65.67,0,房屋款折讓40800元整.,RPRNMLSJKHHGFEF18DA,132.24,12.09,7.88,有
淡水區,房地(土地+建物)+車位,新北市淡水區自強路７０號五樓,30.72,住,,,1101230,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951204,144.81,2,2,1,有,有,15600000,113135,坡道平面,20.18,1500000,陽台外推；,RPPQMLQLJHHGFEF18DA,78.27,0,10.65,有
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段３９號十八樓,24.44,住,,,1101213,土地1建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,153.23,3,1,2,有,有,12320000,89499,坡道平面,30.1,1300000,預售屋、或土地及建物分件登記案件；,RPSQMLQLJHHGFEF48DA,74.48,4.83,5.36,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段１０７巷３號二樓,39.79,住,,,1101222,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020103,235.19,3,2,2,有,有,21000000,89290,升降機械,12.41,0,親友、員工、共有人或其他特殊關係間之交易；,RPUQMLRKKHHGFEF78DA,115.85,0,36.91,有
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路３８巷１２號十三樓,8.31,住,,,1101230,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020828,100.46,1,1,1,有,有,7000000,69679,坡道機械,18.06,0,,RPXNMLLLKHHGFEF28DA,43.95,0,14,有
淡水區,房地(土地+建物),新北市淡水區大忠街１１７號十八樓之３,4.48,住,,,1101230,土地1建物1車位0,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830629,32.2,1,0,1,有,有,2400000,74534,,0,0,陽台外推；,RPVRMLOKKHHGFEF68DA,18.2,1.69,3.65,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段５６號六樓,24.87,住,,,1101218,土地1建物1車位1,六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,167.31,3,2,2,有,有,13400000,84335,坡道平面,25.02,1400000,,RPVOMLQKKHHGFEF58DA,81.85,3.53,11.14,有
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段２０２巷２０號二樓,26.53,住,,,1101211,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,186.67,3,2,2,有,有,11800000,69666,坡道平面,33.08,1100000,,RPRRMLQKKHHGFEF48DA,89.71,2.63,10.05,有
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段３１巷７２號九樓,21.89,住,,,1101231,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010521,139.23,3,2,2,有,有,10800000,77569,坡道平面,21.01,0,,RPUUMLKKKHHGFEF48DA,71.33,6.95,4.39,有
淡水區,土地,水仙段635-1地號,26.45,住,,,1101225,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,1530000,57845,,0,0,,RPVQMLRJJHHGFEF68DA,0,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段１８６號十三樓,7.66,商,,,1101229,土地1建物1車位1,十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,101.66,2,2,1,有,有,7400000,78850,坡道機械,15.42,600000,含裝潢費850000元；,RPRPMLNJJHHGFEF77DA,50.59,3.01,5.32,有
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２６巷１２１號三樓,40.83,住,,,1101206,土地1建物1車位3,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,318.61,4,2,3,有,有,20650000,67576,坡道平面,75.92,4250000,,RPOQMLNLKIGGFEF87DA,144.86,7.29,14.01,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３２２號八樓,7.71,商,,,1101202,土地1建物1車位1,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,102.05,2,2,1,有,有,7260000,74570,坡道機械,15.42,800000,含裝潢費850000元；,RPURMLMJKIGGFEF28DA,50.88,3.01,5.32,有
淡水區,房地(土地+建物)+車位,新北市淡水區民權路２３號十七樓,6.92,工,,,1101217,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,971223,98.49,2,2,1,有,有,9000000,91380,坡道平面,34.83,0,夾層；,RPTNMLTKKHHGFEF58DA,37.44,0,3.43,有
淡水區,房地(土地+建物)+車位,新北市淡水區新春街１４６之１５號十八樓,24.62,住,,,1101229,土地2建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,163.34,3,2,2,有,有,11290000,69120,坡道平面,31.83,0,,RPSPMLRKKHHGFEF48DA,76.99,4.19,10.69,有
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段１９８號十二樓,26.14,住,,,1101231,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061201,179.07,3,2,2,有,有,13160000,82591,坡道平面,33.05,1100000,,RPPOMLSKKHHGFEF18DA,86.31,6.1,4.62,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１２８號五樓,21.82,住,,,1101224,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.73,3,1,2,有,有,12100000,90218,坡道平面,25.02,1300000,實品屋,RPRQMLSKKHHGFEF58DA,70.83,5.02,5.41,有
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段１７７號十四樓,38.13,住,,,1101220,土地1建物1車位2,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050624,232.23,3,2,2,有,有,20000000,86122,坡道平面,42.51,0,,RPPSMLLLKHHGFEF08EA,116.29,7.2,9.72,有
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段３１號三樓,28.81,住,,,1101228,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,160.7,3,2,2,有,有,12200000,83308,坡道平面,31.66,1450000,其他增建；,RPRNMLMLKHHGFEF87EA,78.77,0,10.53,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段２７號六樓之１,34.17,住,,,1101231,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820811,133.97,2,2,1,有,有,7250000,54117,坡道平面,38.44,0,陽台外推；,RPTNMLNLKHHGFEF18EA,106.24,0,11.76,有
淡水區,房地(土地+建物)+車位,新北市淡水區民權路１７７巷１９號六樓,26.81,住,,,1101204,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810516,155.22,3,2,2,有,無,14300000,104825,升降平面,30.25,1200000,陽台向外擴大加蓋窗陽台外推；頂樓加蓋；其他增建；,RPVQMLLLKHHGFEF38DA,122.11,2.75,12.62,有
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段５８５號四樓,34.99,住,,,1101206,土地1建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080524,202.34,3,2,2,有,有,20200000,106825,坡道平面,26.82,1450000,,RPPQMLNLKHHGFEF97DA,105.76,0,9.28,有
淡水區,房地(土地+建物),新北市淡水區新市五路三段２５０號二十二樓,10.27,商,,,1101224,土地1建物1車位0,二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,117.87,3,1,2,有,有,8260000,70077,,0,0,,RPRTMLLLKHHGFEF28DA,65.56,9.38,5.61,有
淡水區,房地(土地+建物)+車位,新北市淡水區新春街８５巷４５號五樓,12.34,住,,,1101221,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850912,90.48,2,2,1,有,有,6050000,66866,坡道平面,0,0,夾層；,RPXNMLSKKHHGFEF88DA,38.1,0,5.55,有
淡水區,房地(土地+建物),新北市淡水區北新路６９巷５０號三樓,14.12,住,,,1101217,土地1建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840624,99.9,3,2,2,有,有,6270000,62763,,0,0,,RPROMLLLJHHGFEF67DA,81.17,1.57,8.95,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段３７３號二十四樓,5.81,商,,,1101227,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,90.86,1,1,1,有,有,5930000,69810,坡道平面,25.97,1400000,,RPXRMLSLKIGGFEF76DA,38.92,0,5.48,有
淡水區,房地(土地+建物),新北市淡水區淡金路２３號二十四樓之８,3.2,商,,,1101221,土地1建物1車位0,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970909,55.74,1,0,1,有,有,5380000,96520,,0,0,陽台外推；,RPXPMLOLKHHGFEF78DA,29.31,0,5.95,有
淡水區,房地(土地+建物)+車位,新北市淡水區興福寮６６巷３３１號七樓,62.11,,山坡地保育區,丙種建築用地,1101230,土地2建物1車位1,七層，八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980526,184.94,2,3,2,有,有,10400000,56234,坡道平面,35.33,0,,RPROMLOLKHHGFEF08DA,94.97,0.85,11.59,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段２３８號十九樓,22.42,住,,,1101231,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,171.8,3,2,2,有,有,11000000,64028,坡道平面,29.2,0,,RPPOMLOLKHHGFEF87DA,85.44,8.78,5.38,有
淡水區,房地(土地+建物),新北市淡水區中山北路一段２５５號二十六樓之８,3.19,都市：其他:住宅區,,,1101229,土地2建物1車位0,二十六層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,880811,51.01,1,1,1,有,有,4200000,82337,,0,0,,RPXOMLPLKHHGFEF78DA,35.1,1.39,3.81,有
淡水區,土地,忠寮段45地號,5665.62,,山坡地保育區,農牧用地,1101211,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,62200000,10978,,0,0,未登記建物；,RPTOMLLJLHHGFEF87DA,0,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段２９７號十四樓,8.07,商,,,1101215,土地1建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,122.69,2,1,1,有,有,8390000,76331,坡道平面,30.46,1350000,含裝潢費1050000元；,RPRQMLKMKIGGFEF97DA,53.19,2.8,5.35,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段３０１號二十六樓,11.23,商,,,1101222,土地1建物1車位1,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,158.94,3,2,2,有,有,11540000,78923,坡道平面,30.46,1400000,含裝潢費1300000元；,RPPQMLOLKIGGFEF08DA,74.97,3.29,7.14,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段３０１號二十九樓,11.23,商,,,1101215,土地1建物1車位1,二十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,158.94,3,2,2,有,有,11590000,78923,坡道平面,30.46,1450000,含裝潢費1300000元；,RPQQMLOLKIGGFEF18DA,74.97,3.29,7.14,有
淡水區,房地(土地+建物)+車位,新北市淡水區自強路３０９號六樓,28.9,住,,,1101212,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890411,163.45,3,2,2,有,有,14000000,85653,升降機械,0,700000,其他增建；,RPRPMLPLKHHGFEF38EA,109.37,1.37,9.9,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段１２６號七樓,10.72,住,,,1101225,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,101.85,1,1,1,有,有,5500000,62668,坡道平面,34.83,1300000,陽台外推；,RPPSMLMJLHHGFEF97DA,31.92,3.8,5.25,有
淡水區,房地(土地+建物)+車位,新北市淡水區鄧公路３０巷２弄９號四樓,35.07,住,,,1101220,土地1建物1車位1,四層，五層，夾層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780619,191.13,4,2,3,有,有,6520000,34111,坡道平面,0,0,,RPRQMLMJLHHGFEF97DA,157.8,17.04,12.87,無
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路１５號九樓,55.32,住,,,1101212,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070207,235.84,4,2,2,有,有,22550000,107624,坡道平面,43.04,1800000,,RPTQMLLJLHHGFEF08DA,117.11,8.19,4.9,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段７５號五樓之１,25.04,住,,,1101221,土地1建物2車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970711,185.39,2,1,2,有,有,20540000,110793,坡道平面,34.56,0,,RPRRMLOLKHHGFEF38DA,90.89,4.82,10.03,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１３２號四樓,12.03,住,,,1101226,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,6300000,79314,坡道平面,25.02,1400000,,RPSSMLPLKHHGFEF68DA,35.65,1.96,4.03,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段５９號十五樓,23.32,住,,,1101221,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990106,176.49,3,2,2,有,有,11880000,72881,坡道平面,29.95,1200000,其他增建；,RPSQMLOKJHHGFEF18DA,89.87,6.86,8.34,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路三段１７２巷２０號三樓,11.33,住,,,1101219,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070810,88.71,2,2,1,有,有,7200000,81163,坡道機械,16.95,0,,RPXOMLOLJHHGFEF58DA,45.35,0,5.42,有
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段１９８號六樓,26.14,住,,,1101201,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061201,179.07,3,2,2,有,有,12980000,80674,坡道平面,33.05,1200000,,RPQPMLLJLHHGFEF77EA,86.31,6.1,4.62,有
淡水區,土地,水梘頭段百六戛小段10-5地號,5,,國家公園區,,1101213,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,9000,1800,,0,0,地清或未辦繼承標售；,RPPNMLOJLHHGFEF77EA,0,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區自強路４２７號十五樓,26.7,住,,,1101211,土地4建物1車位1,十五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090610,167.12,3,2,2,有,有,17560000,119637,坡道平面,37.06,2000000,64、68、70地號為無償移轉。,RPVPMLMJLHHGFEF38EA,75.35,6.59,7.68,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段１７６號五樓,9.85,商,,,1101221,土地1建物1車位1,五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,140.52,3,2,1,有,有,9500000,73395,坡道平面,30.84,1450000,含裝潢費1050000元；,RPOPMLPLJHHGFEF87DA,61.58,8.21,5.14,有
淡水區,房地(土地+建物),新北市淡水區新市二路三段１５８號九樓,14.37,住,,,1101211,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031127,120.59,3,2,2,有,有,8680000,71979,,0,0,,RPSNMLMJLHHGFEF77DA,69.64,5.43,11.08,有
